dataset,index,layer,learning_rate,token_length,match,inversion_time,timesteps,times
0000_wikipedia_tokenized.json,81,12,1.0,20,True,5133.868921041489,31145_26325_32473_12809_44699_35799_45113_47373_48458_3358_42090_20971_23551_21051_32064_16345_40649_15950_5277_33903,250.74_224.67_287.11_111.04_402.72_308.43_386.04_399.54_403.88_33.30_418.78_208.31_235.65_206.77_309.40_155.15_351.10_126.90_41.76_270.34
0000_wikipedia_tokenized.json,82,12,1.0,20,True,4514.082184791565,39959_29320_32762_20438_34058_35799_33815_39312_9494_31329_22641_41872_40633_21051_43884_3794_8518_4800_695_15540,319.81_233.48_278.48_165.61_281.46_290.31_274.04_328.56_79.14_310.66_223.71_412.82_398.63_195.90_421.57_36.10_75.20_42.62_6.15_137.71
0000_wikipedia_tokenized.json,83,12,1.0,20,True,3393.022079229355,31853_43604_38485_1009_21808_47222_31985_17909_21889_48689_9296_4006_5401_6104_16651_30787_1277_733_3995_12466,251.95_351.26_313.05_8.09_178.77_380.87_260.95_149.46_182.99_470.41_89.91_38.72_52.52_59.23_162.03_291.52_10.32_5.94_32.27_100.60
0000_wikipedia_tokenized.json,84,12,1.0,20,True,4801.928184270859,11912_21027_21048_17855_12615_21044_21602_48421_32087_31329_14654_43155_30378_42323_18293_9567_37954_47254_44947_13875,94.75_167.82_176.87_148.33_108.04_176.73_180.43_392.42_281.22_295.74_139.14_416.09_298.73_421.47_177.48_93.05_318.95_398.31_391.19_123.02
0000_wikipedia_tokenized.json,85,12,1.0,20,True,5537.82351064682,32899_31741_3617_49608_48668_40183_31785_47373_36574_49882_33254_45627_24549_38732_43216_1703_44200_6722_11991_10041,264.52_253.53_29.16_397.42_395.58_329.10_264.18_397.28_304.81_481.00_320.25_434.07_234.78_373.27_408.83_16.14_390.04_58.89_97.95_84.86
0000_wikipedia_tokenized.json,86,12,1.0,20,True,4227.936790704727,47354_1355_19653_41403_2567_16991_7558_35463_8625_47879_38805_25993_13541_23667_25510_35244_22341_24825_6072_34734,382.71_11.04_161.23_334.88_21.13_139.87_63.37_299.21_73.58_461.81_367.93_250.63_130.45_224.20_235.21_334.04_184.79_206.74_50.78_292.18
0000_wikipedia_tokenized.json,87,12,1.0,20,True,4516.244146347046,9699_23338_2376_41884_1846_40136_23796_45258_3711_48689_14269_30172_22764_49154_48394_34352_15927_451_9056_43527,78.64_189.93_19.16_340.44_15.02_326.54_194.25_378.63_31.58_464.06_133.93_282.58_213.15_462.31_461.26_336.40_133.51_3.79_76.02_372.91
0000_wikipedia_tokenized.json,88,12,1.0,20,True,4341.293525934219,44322_9699_3431_8297_24405_49138_14693_37993_32065_24527_13332_26206_22188_27716_49931_33422_30273_37216_2644_1672,344.92_77.76_27.96_66.67_200.96_404.94_121.02_322.73_276.35_237.47_130.67_247.84_201.07_253.91_474.56_326.22_259.38_327.56_22.79_14.37
0000_wikipedia_tokenized.json,89,12,1.0,20,True,4177.545332670212,31853_3624_19653_11321_41873_23076_33162_33005_13099_12208_330_8215_39313_21051_46261_47011_12177_36833_42722_12487,255.84_29.35_159.28_92.08_343.70_190.75_276.40_283.11_115.86_113.79_3.08_76.96_369.96_194.13_428.16_434.31_93.62_283.44_331.25_100.28
0010_random-0010_random.json,9,12,1.0,20,True,4158.3567543029785,23057_19092_32290_25633_45588_8703_19116_45062_17912_19874_31449_13487_45661_1243_12258_48667_36350_22203_38574_15304,157.54_140.92_243.37_192.96_343.95_65.18_145.19_353.03_138.63_174.66_277.06_121.34_403.55_10.97_108.12_430.64_274.52_167.61_291.27_115.66
