layer,count,mean,std,min,max
1,4999950000,0.7169873220253455,0.14003150620440696,0.0009083484183065593,1.3247416019439697
5,4999950000,0.23848225623940705,0.042146289435969576,0.0006308456650003791,0.549832820892334
8,4999950000,0.2598073254548128,0.0465336453425294,0.0008914557984098792,0.5865702033042908
